uuid,sex,age,age_group,occupation,district,visit,time_slot
0c5f905e293641fea559a56f3f915139,여자,72,60대+,건물 청소원,경기-오산시,False,
3cda27fc4d2c458b83c11b57b7b5ebfb,남자,44,40대,경영 기획 사무원,경기-안성시,False,
7f14fbe36f354cc9a5df6ebc03af9ee4,남자,49,40대,도축원,제주-제주시,False,
222e05725c9d4232bca65fc929f4799c,여자,50,50대,그 외 법률 관련 사무원,서울-강북구,False,
9072e575c0b44c1d8077760f73255ede,여자,28,20대,일반 비서,서울-관악구,False,
8745392b16af40b794ed7d0ba7c9c175,남자,56,50대,무직,대구-달성군,False,
dc0672bc7804423a93b23df8781976d9,남자,54,50대,그 외 일반 영업원,경기-평택시,False,
1b43c95b601445688fd0266dd58d8dec,남자,60,60대+,무직,충청남-아산시,False,
fa6ff8edd99d4497a396d39b368564fc,남자,54,50대,그 외 일반 영업원,전북-군산시,False,
cb2082413b974488a5f70e137c0e76c6,남자,55,50대,무직,서울-강서구,False,
84a028ee309c45dc96d1224a157266cd,여자,78,60대+,무직,부산-사상구,False,
212500cd4d0348369b1c7e84dce46086,남자,34,30대,무직,광주-서구,False,
5c773ba6d05d48e09812992daa1fccc4,남자,29,20대,무직,경기-김포시,False,
31bc98bab7bd477d9ab8e94d2cf48b7c,여자,30,30대,국가행정 사무원,서울-동대문구,True,17-21
27e2b563915a43ae9bb2a472596ae41a,남자,46,40대,건물 경비원,경기-여주시,False,
f6535705fa544461b6b01909468f2ded,여자,30,30대,무직,충청북-청주시 상당구,False,
567cfba5500040b7a0de69ca0aa4b139,남자,76,60대+,하역 및 적재 관련 단순 종사원,광주-광산구,False,
cbd20beef07b46468f3b798d205499de,여자,26,20대,무직,경기-수원시 권선구,True,14-17
e35a11444a744a4cb8d0f0f3f1b83618,남자,26,20대,로봇공학 기술자 및 연구원,경기-부천시 원미구,True,11-14
92800e9d6f784809a41693ce2ff9075c,여자,47,40대,직업상담사,대구-북구,False,
5e1701a4de31470490882a7246091edc,여자,32,30대,단말기 및 통신 서비스 판매원,경기-광주시,True,17-21
5a7b8c530f8d4a7aab2a49dc7b8fb5b1,여자,31,30대,무직,경기-성남시 수정구,True,14-17
db9b141df25d4e34813a2ccf3259f5ec,여자,48,40대,지방행정 사무원,경기-의왕시,False,
25a28cd034644752aba5360c53278c80,남자,46,40대,상담 전문가,경상남-창원시 마산합포구,True,17-21
3491d0e167a14da894789c140653d551,남자,83,60대+,무직,대전-유성구,False,
c6b7222382e74dc2b7278a8efc2b8fb6,여자,25,20대,무직,서울-은평구,True,14-17
8e52bcc32b9847fdaa04f98dddc82b18,여자,28,20대,"전직 일반영양사, 현재 구직중",경기-화성시,True,14-17
97ba977afcc44524b51f90d446490da3,여자,81,60대+,무직,전북-전주시 완산구,False,
8c02474cf5e6460fb5b0b3e853108143,남자,60,60대+,방수공,전북-무주군,False,
fc7a12b484084cda8d1e49155e54ccc8,여자,65,60대+,무직,대전-동구,False,
99e683a5cacf45ceba142fc626705e33,여자,60,60대+,무직,충청남-보령시,False,
63f3d6d26db44739a29548a1a97ebcc9,여자,53,50대,무직,경기-구리시,False,
adc01fafd6994d1e9354bf6029e68d8f,여자,55,50대,건물 청소원,울산-중구,False,
c17ead732aba4a689d720a500b90d37a,여자,49,40대,육군 장교,서울-강동구,False,
acbeeb4ee72041a4b2a20d39aa7c4b9e,여자,42,40대,그 외 일반 영업원,울산-울주군,False,
d2d6e10905bf49db9119ca3ec16c3030,남자,68,60대+,무직,경상남-하동군,False,
d9c59c304271445bab1d7761bc928bc3,남자,36,30대,총무 및 인사 관리자,경기-수원시 권선구,False,
b1e68b36e7354721969a5075a79290f7,여자,34,30대,무직,경기-성남시 분당구,True,14-17
ec551af5e771468da8f9e5256ddfb2fa,여자,83,60대+,무직,전북-전주시 덕진구,False,
5bbcc0855fb1412d878ad20335a25f44,여자,42,40대,시각장애인 특수교육 교사,경상남-함양군,False,
b2a86e0cc8ca40148776b41e956de376,남자,70,60대+,전화 상담원,경상남-김해시,False,
b91f391c0e034a99bebd99704220f0ea,남자,35,30대,무직,경기-파주시,False,
1d0ff2d2f8594bc689bb4abcb675d5b6,남자,52,50대,승용차 및 승합차 운전원,충청남-천안시 동남구,False,
3268c759879d44e98a1663d46db1ded0,남자,69,60대+,무직,경기-수원시 팔달구,False,
fbb75606e135407a816c7c2593e1b9ca,남자,21,20대,품질 관리 사무원,전라남-나주시,False,
e17cf7b717064e11b27db4c113d53c94,남자,89,60대+,무직,전라남-목포시,False,
ed8dd33319d3432780f2f71e44d21a4a,남자,21,20대,무직,충청남-당진시,False,
063c3f2e667648f0b8b1d26bb4b61206,남자,58,50대,디지털인쇄기 조작원,서울-성동구,True,17-21
2fc6f16ecabd4733a0a96057d7c1e4fa,여자,54,50대,출판 및 자료편집 사무원,부산-동래구,False,
eba8dd72f61e44a7a25c3049d7d8e60d,남자,23,20대,음식 서비스 종사원,충청남-당진시,False,
8099b72e57f14bc1955193ca1d761cde,여자,25,20대,경리 사무원,전라남-여수시,False,
1d5cc26a2e3e4732bddbf84f9087fcea,여자,37,30대,교육 및 훈련 사무원,대구-북구,False,
90546b48b3f94a32aa1321aa346ed399,여자,38,30대,건물 경비원,강원-철원군,False,
b88b4855a4714d5da2b97bb4f3da7e51,여자,20,20대,전기장비 조립원,강원-춘천시,False,
ccf018faba604b56abdd14cfdcd1f9ba,남자,66,60대+,무직,서울-동대문구,True,11-14
99547c956d124f9e8de8637ef90d0348,남자,52,50대,방송 및 시나리오 작가,경기-성남시 분당구,False,
c434fc0f8ec042d4ab3762444a021ce0,여자,61,60대+,"전직 건물 청소원, 현재 구직중",경기-고양시 덕양구,False,
1e837b7c4f3d4879a61c13bbd0083b64,남자,55,50대,생산관리 사무원,경기-남양주시,False,
d305dfa1649741bc8bd4b17f2a6fefc2,남자,34,30대,건물 경비원,대전-동구,False,
f2184abed0b9482ab161f24d86029b84,남자,67,60대+,전자제품 개발 기술자 및 연구원,경기-부천시 오정구,False,
8862a88799374ebba522712f7b13f9ae,여자,61,60대+,농업 단순 종사원,충청남-태안군,False,
701250f0eec34a12af29ccc8deda1ea7,남자,44,40대,그 외 전기·전자기기 설치 및 수리원,경기-평택시,False,
42d66237a2124b3f8870a942d2bb70ec,남자,60,60대+,무직,충청남-부여군,False,
7218bef80659404db6630283ef7c54e3,여자,67,60대+,건물 청소원,대구-북구,False,
f6dbb07bbb6d4b8ab925a65cf5b176cb,남자,28,20대,산업 안전원,세종-세종시,False,
e39879d1745949069fbef524f7c41106,여자,58,50대,유치원 교사,울산-북구,False,
45d76ddab0cc4bb5a71917b01e604a3e,여자,76,60대+,건물 청소원,대구-북구,False,
be3e402a5bc841669a65542adf4b9a6c,여자,60,60대+,무직,서울-강동구,False,
0c69bffa9ab64c07a17ba8cbe06a5739,남자,33,30대,섬유 공정 개발 기술자 및 연구원,서울-강남구,True,17-21
060ffeac91944b7ea2823f950c4ede8c,여자,85,60대+,무직,강원-홍천군,False,
af9cdb323c6144d3a18963a44df706c9,남자,21,20대,건물 내 전기 설치 및 정비원,서울-도봉구,True,17-21
ccf269874ecc4beaa78c76fe0db2c230,여자,21,20대,무직,서울-관악구,False,
f01889d0c07b48368c070cb2512cc739,남자,82,60대+,그 외 기능 관련 종사원,서울-서대문구,False,
00d297365bd34bc39526b20ee3af903d,여자,61,60대+,건물 청소원,경기-화성시,False,
57d1658ce567453b860af1b12252f17b,남자,67,60대+,무직,강원-춘천시,False,
3fa22bfc83a0428cbf59a6372a235b75,여자,70,60대+,건물 청소원,대구-북구,False,
906f136b2f16469a8fb2d1ec4497f36f,남자,60,60대+,그 외 물품 이동 장비 조작원,충청북-청주시 청원구,True,11-14
25ab4058624c48fd90a49995ab517715,남자,30,30대,품질 관리 사무원,서울-은평구,True,17-21
d971eccc16e244a78aa2a81a0494f9a7,여자,27,20대,무직,서울-강서구,False,
eabae0f87a5b4d119dcd04e43b528815,남자,65,60대+,무직,경기-수원시 장안구,False,
2737303f919b44f4b38f05a819a755e0,여자,62,60대+,무직,부산-수영구,False,
05d0880af9274994869d4b3ac84d6233,남자,28,20대,그 외 경영 지원 관리자,경기-용인시 처인구,False,
60836cdd6c04437994e0cef4b0cad325,남자,35,30대,119 구조대원,경상남-진주시,False,
b782dc8823384da8ac995541d8b6657a,여자,64,60대+,무직,경기-용인시 기흥구,False,
ae9df74eedb146718136533e9e177641,여자,62,60대+,무직,경상남-통영시,False,
e47d1efd663546878d9722c2d11456a4,여자,54,50대,무직,경기-평택시,False,
3f9821fd3fb04bf4ada10f266b933076,여자,60,60대+,무직,서울-은평구,False,
9e8592413f4e4a2f8d54e28186979630,남자,41,40대,무직,경기-용인시 처인구,False,
9d4e34429e2f49499b1c2a4f27e8c8be,남자,66,60대+,시설 경비원,경기-성남시 분당구,False,
a08b4faee5e34a38bb2b81b4d39af1db,남자,61,60대+,철도운송 관련 종사원,경상북-구미시,False,
d89c2299fe22423d956b62f0a40d9697,여자,62,60대+,용접기 조작원,경기-성남시 분당구,False,
f8edd873e1c34e7fa3cdedc5993e4abe,여자,36,30대,그 외 직물·신발 관련 기계 조작원 및 조립원,경상남-진주시,False,
056ff46bf94d4c5bb8c210c46df9e6d9,남자,64,60대+,주방 보조원,경상남-거제시,False,
8d90aee289ec40e7a7ac677da9ee97ac,남자,34,30대,경영 기획 사무원,경기-용인시 기흥구,False,
ae7bcad376ee4302a7b088846ee8f841,여자,24,20대,건물 청소원,경기-양주시,False,
081e329374344581a4fdc551a38268fd,남자,69,60대+,하역 및 적재 관련 단순 종사원,제주-제주시,False,
4664f07d5f354fae95d8aa11951deb8b,남자,50,50대,특허 사무원,서울-서대문구,True,11-14
c1292632cc674c38afa20f142cfa5b73,남자,35,30대,기계제품 생산 관리자,대구-수성구,False,
2bc52fb0e5f342f6a561eca247d715be,남자,56,50대,무직,인천-서구,False,
603d983fd3fa4260830fdc06b931b7b7,여자,62,60대+,무직,경기-파주시,False,
d0148b122e1f4a0f8d8696f4bf7799b3,남자,42,40대,무직,경기-부천시 원미구,False,
5b4d5cb1b9fd4a49a6036764399bd762,여자,32,30대,무직,서울-동작구,False,
89e61820da97462f8974f08d5a607748,남자,56,50대,경·소형 화물차 운전원,전라남-여수시,False,
94230c86a0fc4f438bdb369b4d5ee0dc,남자,58,50대,회계 사무원,서울-성동구,True,11-14
e66c175e83814fc9ad5ed0673214617e,여자,64,60대+,무직,경기-남양주시,False,
4823d82526874ea2b9eced6a1f01b645,남자,60,60대+,건물용 보일러 설치 및 정비원,충청북-청주시 청원구,False,
cf9efdc54f854ddeb13e57fe5a7fa5ab,여자,33,30대,회계 사무원,경상북-안동시,False,
ca61ad8072474066bc869ce061c79a10,여자,57,50대,제빵사 및 제과원,경기-시흥시,False,
f7f8448682c349468bc2ae052f10e9e3,여자,68,60대+,무직,서울-동대문구,True,14-17
94ca0e84df2e481ba14c781ac1762ce1,남자,60,60대+,무직,경기-평택시,False,
1f6641686bfb47df97721d4d43d5a2cc,남자,57,50대,총무 사무원,경기-군포시,False,
1a8cdf8c318f48cabe4181de831b8b07,여자,43,40대,여행 사무원,경기-성남시 중원구,True,17-21
22e55284900244c5bf5b6793fa117b39,여자,64,60대+,무직,부산-사하구,False,
25e7d558cb804bf0a66b3c14ed6fdcae,남자,64,60대+,화학제품 생산 관리자,경상남-양산시,False,
5bbd1ea7784045999d8f52ce974a98cc,남자,37,30대,거리 미화원,대구-달서구,False,
99b3793ff13f438794d7e9b8fcbcda5e,남자,32,30대,데이터 설계 및 프로그래머,경기-오산시,False,
c6758b5af2d846ba9029aa14f5949610,남자,19,10대,무직,경기-수원시 영통구,False,
c029f61346b3425785c4867ff4bb0886,남자,53,50대,플랜트공학 기술자 및 연구원,경기-화성시,True,11-14
0d78f056543241a29a22acc4ab97af97,남자,42,40대,정보 시스템 운영자,경기-용인시 처인구,False,
e8bc31523470462e990691075d41ec52,여자,52,50대,직업상담사,부산-사상구,False,
16e47ada0f134d719902e94a8c29467b,남자,40,40대,화장품 판매원,경상남-양산시,True,11-14
1ef3e35cb5e5444bbb0ba77e95f554ad,남자,69,60대+,무직,서울-동작구,False,
34929bfa948c4705be8a473035376ab0,여자,82,60대+,음식 서비스 종사원,대구-북구,False,
bacb1e2ec4694775878f805b3aa8f87d,남자,56,50대,식품 영업원,인천-연수구,True,11-14
8242fb2d426a4ee3917f1ad419383d76,여자,79,60대+,무직,서울-강동구,False,
f6c96702a5334760a57a66d958678ad7,남자,60,60대+,무직,광주-남구,False,
0ae251a478584a82ad9992fe97f65c4d,남자,27,20대,무직,울산-중구,True,14-17
db2412ad8e9d4d0a8899ac94da900c1b,남자,30,30대,그 외 산업 안전 및 위험 관리원,경기-의정부시,False,
43242a67b95746ccbcf13279e8b54775,여자,53,50대,시설 경비원,대전-서구,False,
e68f14e6d1344834af834ef17903f2ab,남자,28,20대,육군 병사,충청북-증평군,False,
bd93ff4b512d4b85af60a8418a60bc58,여자,71,60대+,무직,인천-강화군,False,
6d3e59d13826493f9c2575c83192556f,여자,64,60대+,건물 청소원,광주-광산구,False,
7852b9587bdd4203a9d0ee2e3a302bce,남자,20,20대,금속 열처리로 조작원,인천-미추홀구,False,
04ba7a1b291c454bbe1079ddce7ca120,남자,73,60대+,무직,부산-연제구,False,
d545acf391024b5088c5bd12d447652f,여자,60,60대+,무직,충청남-천안시 동남구,False,
e05c07e423d745068f285e4cb516b522,여자,58,50대,무직,경기-군포시,False,
560a7b21201b4483863d7cdc0526f3e9,여자,53,50대,상담 전문가,경기-화성시,False,
9ccdb623d2df4423bcf448817baad913,여자,68,60대+,무직,서울-성동구,False,
3535171f49bb4b77a18dd8bc69f42687,남자,25,20대,무직,서울-도봉구,False,
f99d9779063c4935a11f1db01156263e,여자,52,50대,무직,광주-북구,False,
262496874edd4ff086f0da3331541a5e,여자,29,20대,무직,대전-서구,False,
c23c6e4c1d4a4ffbb1424321cafed4e7,남자,53,50대,경리 사무원,대구-수성구,False,
c9b699f10d9b49179d028062c2dc2492,여자,58,50대,철도 기관사,제주-제주시,False,
6a63021a43f749959a939a8bc6f4342b,남자,66,60대+,철도운송 관련 종사원,경상북-상주시,False,
3b0c59a893d04297aacaa078411f7295,남자,61,60대+,하역 및 적재 관련 단순 종사원,부산-영도구,False,
d41fdc43031a401db13d10bcd824621d,남자,56,50대,보험 중개인,경기-오산시,False,
2e21859e055b407c8a7bde75c65fdcf7,남자,31,30대,음식 배달원,충청북-청주시 상당구,True,17-21
319ae5a98a854538b11b7bf18e7bb4f1,여자,26,20대,"전직 건축시공 기술자, 현재 구직중",부산-서구,False,
3850ff1854d0430dbe882df52339dc12,여자,72,60대+,무직,서울-노원구,False,
17f940cabe3f429797ffa9fda11e91d3,남자,35,30대,강구조물 건립원,인천-부평구,False,
e88c5f188a034c739d7a490c8217d4f1,여자,68,60대+,"전직 건물 청소원, 현재 구직중",서울-강서구,False,
a9259ac41deb4b1d8a6746c507d76531,여자,48,40대,사무 보조원,인천-부평구,False,
cb40e83e06514dd9b85d30b148da2f3b,남자,69,60대+,단말기 및 통신 서비스 판매원,서울-노원구,False,
08d986e9e3634a268f0e7b80699f9c25,여자,76,60대+,무직,전라남-신안군,False,
9965ff1eadc74dffbf444852a8a2ce82,남자,59,50대,무직,부산-사하구,False,
8820147402d34d7e9a16d9bb3fc14c4c,여자,39,30대,무직,경기-성남시 수정구,False,
8aaeb2d25b2e45d1800b770ab2ad7dd8,여자,53,50대,무직,경기-안산시 단원구,False,
6854fa7eb3a842949ae4daa53fc8eeb8,여자,64,60대+,무직,강원-인제군,False,
beab6c42e2a148e8b6a841921f34d481,여자,25,20대,무직,서울-서초구,True,14-17
217d840b786d43eca2d7519774cc83ac,여자,54,50대,그 외 법률 관련 사무원,대구-달서구,False,
a7b539f621184ffdbdc38779fae4c0ed,남자,37,30대,연삭기 및 연마기 조작원,인천-중구,False,
4c68957a4eee478aa1d696eea696265d,남자,23,20대,무직,경상남-창원시 의창구,False,
573998a0248c41c8b895187f3e8dcef5,여자,33,30대,요양 보호사,경기-평택시,False,
fc8bca8e14b74e8ea64d8a63bc90250d,남자,22,20대,무직,경기-양주시,False,
d46f4f6f1efe40c885365c5d8c693f6a,남자,77,60대+,무직,부산-해운대구,False,
73a94e0d6b934ab6bffdd0fe81b8d197,여자,59,50대,건물 청소원,광주-광산구,False,
f72b08906d444752ae838ca63a4eedfd,여자,49,40대,무직,경기-평택시,False,
c15a0607557a432cb1e9f51a45e2e830,남자,89,60대+,무직,제주-서귀포시,False,
cd9db2b61a1547b18d1d9ece08f35363,남자,60,60대+,건물 청소원,경상남-통영시,False,
6203e6ac7d934337a80713235b6046aa,남자,27,20대,무직,전북-임실군,False,
dd6f528bba904a9baae4da989d2cbf9a,남자,35,30대,회계 사무원,경기-수원시 영통구,False,
9e5da90535d146218572ea73417680ab,여자,21,20대,무직,부산-서구,True,17-21
852c5a28543d4a2f9f028749878ff290,여자,23,20대,보육교사,세종-세종시,False,
9c6494cdb85140e4b13c3868846fdc22,여자,46,40대,데이터 분석가,인천-부평구,False,
c7b2a14e63d642ffaa472ca2306c7694,여자,29,20대,"전직 위험 관리원, 현재 구직중",부산-기장군,True,17-21
b9481cc1259f4d9f8f19aaa6719e05af,여자,31,30대,요양 보호사,광주-서구,False,
7633a5a02431421580091a1415702f1f,남자,33,30대,고무·플라스틱 기술자 및 연구원,인천-부평구,False,
77dc4537a8cc493b9defc63c04559627,남자,62,60대+,무직,부산-서구,False,
ddba1df838de4c299f1f3e78ff315b8c,여자,46,40대,무직,경기-김포시,False,
f4bbe3b869e744078e5209f7cf5e8fc1,여자,68,60대+,무직,서울-관악구,False,
10570259825147b7bd542d3102e98635,여자,56,50대,배전반 조작원,경기-이천시,False,
dd80fa80faed4b9a9d6a3043d6dd1a71,남자,73,60대+,전화 상담원,서울-종로구,True,11-14
4316b83897d54103b7cab1423af5c440,남자,38,30대,자재 관리 사무원,경기-용인시 기흥구,False,
6537cd7d12e042758de892053e90f615,여자,81,60대+,무직,충청북-음성군,False,
4e7484a641eb4144b8e9acfac1a5fd43,여자,61,60대+,무직,서울-용산구,False,
e17ff1e4246140d9b8163d53c81efecb,남자,54,50대,양복 제조원,대구-서구,True,17-21
9b4a02f1ebd04a35a562650a653407e0,여자,48,40대,무직,경기-시흥시,False,
0b70855ea16f4c70a4b4e65ca3907034,남자,45,40대,회계 사무원,부산-사상구,False,
bc4a66e6915a4bad90397113d120ddb2,여자,69,60대+,한식 조리사,대구-북구,False,
611a9b57a28f45c497fdd22ec2610fa5,남자,38,30대,육군 장교,대구-동구,False,
8ba6bf01716849f59311690ebf080432,여자,51,50대,주방 보조원,서울-강남구,False,
2a12c892f8754f008ead4c582d9a1c5b,여자,52,50대,상담 전문가,강원-강릉시,False,
4e321dba50cf47c6a855e114e420caf9,여자,72,60대+,음식 서비스 종사원,경기-파주시,False,
8f60419f1d364635baceb5253d42d4f1,여자,67,60대+,무직,대구-동구,False,
cca190e9ac214a83a9ed49389af7fc32,남자,44,40대,무직,울산-울주군,False,
ebfc0aa2c5704e778c356675681347dc,남자,46,40대,그 외 일반 영업원,경기-화성시,False,
fefe7b869f9a41f9a049e1ca08258b25,여자,66,60대+,주방 보조원,전라남-함평군,False,
1bbdf1eedde04f118f6c601173ef6474,남자,40,40대,기업 대표이사,서울-강서구,True,14-17
62a1f8166bf545dda0ab2c307ff964b3,여자,56,50대,회계 사무원,경기-김포시,False,
f644ff11703c41a6afab79f9ee256a86,여자,54,50대,열차 객실 승무원,경기-김포시,True,14-17
3d2689d4299945969c3d960a9d55b190,남자,66,60대+,자동차 전기 및 전자 정비원,서울-동작구,False,
601197c76dc54c878e31a43d3b11224b,여자,32,30대,무직,서울-강남구,False,
d1d91b4fcd074de4a43aaae249b2b32a,여자,58,50대,무직,울산-울주군,False,
3179bc4edd164ef5a60bcdbe7054cbdf,남자,62,60대+,무직,경상북-포항시 남구,False,
93d391ea997a4990bedf5421d3f4ab4e,여자,58,50대,치과 일반 의사,경상북-경산시,False,
f5623bfef1174a4f8bc38843c1ed39e2,남자,69,60대+,무직,경기-군포시,False,
3f1a4d4e64fd41f9b6c715da90d767bb,여자,36,30대,건축 제도사,부산-동래구,False,
25f638c111584217a6b28415eea557ec,남자,67,60대+,무직,경기-하남시,False,
49bc1303d71845e1871220fcf4c833dd,여자,38,30대,전화 상담원,경기-광주시,False,
e4186174f94c448aa059a4c100b20e58,여자,76,60대+,무직,인천-미추홀구,False,
100efce78e2a4967912f6c2d16f6b1f0,여자,76,60대+,무직,서울-강남구,False,
a18beac2de134d22b84022c52335ba8d,여자,20,20대,경리 사무원,부산-부산진구,False,
5356695f0f014c7c909c9822b40955d9,남자,24,20대,통신장비 기사,경상북-구미시,False,
2c6a3089ca92470b8fe670e3e480f38a,남자,27,20대,"전직 전화 상담원, 현재 구직중",부산-사상구,False,
3b16f208577c441f86e0d3a729e2f3f3,남자,58,50대,상·하수 배관공,경상북-포항시 남구,False,
5a1116d00c43463cb9209f10d9c5800b,여자,53,50대,신차 영업원,경기-화성시,False,
ebf8e5abc6fb476b9c223cd43a71dba6,남자,49,40대,그 외 타이어 및 고무제품 생산기 조작원,경기-시흥시,False,
be2cdec0d66e4020bd9fce552832024b,남자,34,30대,마케팅 전문가,경기-평택시,True,17-21
62110995b81143fb9a22b711dec69e8c,여자,49,40대,그 외 버스 운전원,전라남-고흥군,False,
bf959a1db2334e21a19f4c7cd2e6293a,여자,31,30대,무직,부산-북구,False,
a7f110ad030845bfb73d3081f7f14c3f,여자,31,30대,광고 및 홍보 사무원,서울-서초구,True,17-21
81e1ed2f54f4434fa6204365a7ad3e0f,여자,24,20대,무직,강원-강릉시,False,
b4c68d0c2e064fac843ccd2ed91ce5bd,여자,35,30대,무직,부산-사상구,False,
41c1d0355e8d413fba0f5efc35696ca3,남자,29,20대,무직,경기-용인시 수지구,False,
8de33b1b4f544f29a28183b0dd20d102,여자,27,20대,초등학교 교사,전북-전주시 완산구,False,
dc40d89d119c4a56b4c31e6a62a5853b,여자,36,30대,유치원 교사,서울-중랑구,True,17-21
6ea1d773d3664b819ed410536f892cbc,여자,66,60대+,무직,경상북-포항시 남구,False,
75088a7df92e4ec086f5809e60e9705c,남자,21,20대,경영 기획 사무원,경기-고양시 일산서구,True,17-21
8ee25c693bb2468bafb9f2246867c5ad,남자,68,60대+,무직,경기-포천시,False,
c8ca258a1e244fa9b1ab7de9b68daf49,남자,31,30대,산업 안전원,대전-서구,False,
3257f44e456e4fd78e8092c4c32a31b7,여자,70,60대+,무직,서울-노원구,False,
b8049ed7e5f443ad9fab95f2cc6c231c,남자,64,60대+,무직,서울-은평구,False,
8d26094e5e2f4eceaaece0bd7126f48c,남자,64,60대+,무직,경기-성남시 수정구,False,
8068bbc31f9246f8804918fc69f5ce42,남자,61,60대+,무직,대전-서구,False,
30fc394d5a2a4118be1191b062b876a2,여자,67,60대+,무직,부산-사상구,False,
3509f47fc19b421683cc17674bf0d685,남자,31,30대,"전직 승용차 및 승합차 운전원, 현재 구직중",서울-중랑구,False,
00771955daa147569cff8ed6069a9207,남자,40,40대,시설 경비원,경상북-안동시,False,
dbc0026cbbd6489690c5e02916c5b5a8,여자,32,30대,보육교사,강원-영월군,False,
92850f8bd4284035adacd4d842b448b6,여자,61,60대+,무직,경기-수원시 영통구,False,
9d4470e9d6ff4d1b958950e4cf4c4130,여자,77,60대+,무직,전북-군산시,False,
18843621f2f94564902830f7e305d5f0,여자,60,60대+,무직,서울-노원구,False,
3fd6cadf13be4b6e8797661bb022d821,남자,59,50대,비계공,경상북-의성군,False,
1dd394a5bd89431b97e35040217f66c5,남자,78,60대+,"전직 그 외 서비스 관련 단순 종사원, 현재 구직중",전라남-목포시,False,
8a11ddd3a35f40a6ae8df7345c79a913,여자,74,60대+,무직,경기-시흥시,False,
60ae1077e4954feda682e0a5137302fb,여자,41,40대,영상 및 음향장비 조립원,인천-연수구,False,
d5afbbecf2e242abbbc49c28836e5212,남자,35,30대,교육 및 훈련 사무원,경상북-포항시 북구,False,
c9db7f8f18a246e4a32ed3deb2c2ff37,여자,43,40대,공공행정 사무원,경기-화성시,False,
c7d83ebde8274bdeab6bc0b485f9289b,남자,44,40대,경리 사무원,제주-서귀포시,False,
603d5e671f7d4345b433e3e5a0aeabf6,여자,74,60대+,무직,인천-계양구,False,
2474269ecd07457197aefa34699b484c,여자,79,60대+,무직,광주-북구,False,
7722397c7faf4829a785922f66b0d655,여자,68,60대+,"전직 그 외 음료 조리사, 현재 구직중",충청남-서천군,False,
216e436908b74b70995dca0840997f2f,여자,22,20대,일반 비서,서울-관악구,True,17-21
c27911d18df14e8d88906e240943e17d,여자,41,40대,전화 상담원,경기-광주시,False,
e51f2c8127b74be7a8d3063078cc18c5,여자,49,40대,자동 조립라인 조작원,전북-전주시 덕진구,False,
92744388cf5e4df8b1085430f84d5b49,여자,69,60대+,무직,경상남-창원시 마산합포구,False,
72b65cc738bf41b9a1230868f2d9c1a4,남자,36,30대,염색기 조작원,경상남-김해시,False,
5d72302a8733493dadf27a5aa332ef68,남자,30,30대,무직,대전-서구,False,
66328b2a6eb441848bf940b1dee3836e,여자,60,60대+,치과위생사,인천-남동구,False,
76f90a3ff33e4b53bc0028f4adf0b5c0,여자,52,50대,전문 간호사,경기-부천시 오정구,False,
5dbd6ddbdc2d4a03803d3e65b2392e8c,남자,26,20대,무직,대구-남구,False,
30029fc41e2f4b459347ba5ffe2c0e96,여자,63,60대+,무직,전북-군산시,False,
2011856d05cc4d3bb94cb97704d9ed39,여자,66,60대+,무직,경기-파주시,False,
33e1019cbc7144f38f20eeb316ca85d1,남자,48,40대,무직,경기-평택시,False,
a0cf9b885a8b4c2986896f826cb03aaa,여자,68,60대+,무직,광주-북구,False,
f208062d1b594f4eb017fc0dcc7243ea,남자,40,40대,출판 및 자료편집 사무원,경기-안양시 동안구,False,
26e14e34ea98448e9ca7945fe8f12e76,남자,54,50대,그 외 화학공학 기술자 및 연구원,충청북-청주시 흥덕구,False,
00fd536f59734f8fa0667045fa4c927a,남자,47,40대,정육가공원,전라남-완도군,False,
60da21f305d5499e9adfb872fef95189,남자,51,50대,경리 사무원,충청남-천안시 서북구,False,
13049caf66ca4e21a9a06ee50928880f,남자,63,60대+,무직,경상남-창원시 의창구,False,
60f3b02830c649cab75f8685fcf8dace,여자,33,30대,무직,경기-고양시 덕양구,False,
eba4488bb6c84c4ca817ac5997a6a862,남자,76,60대+,신용 추심원,대구-중구,False,
b64d1ca1f08345d2b7893a5bbd4c5e73,남자,22,20대,무직,서울-노원구,True,17-21
080c49e8d5554f77a84509bb659337bc,남자,84,60대+,무직,경기-수원시 팔달구,False,
e5449f4479ea440c8f6c335020c7a88a,남자,60,60대+,무직,인천-서구,False,
87cd0e667c98497597d77eb90e7a66e5,남자,27,20대,용융 도금기 조작원,경기-안성시,False,
6a0d206814b74554ae398ca290a5b759,남자,75,60대+,무직,대구-북구,False,
66427665501740d398d0445a1248f6c0,남자,40,40대,총무 및 인사 관리자,서울-종로구,True,11-14
e8bb852bc71b44559c413f6021887ff9,남자,29,20대,무직,서울-강서구,False,
5524fa0b99bc4788a355cfdbba2d05a5,남자,38,30대,특허 사무원,울산-울주군,False,
af7ecb0d3a31445199a73ae4774dd5a0,남자,63,60대+,판금원,광주-서구,False,
8b107b4ff8814a5d97167eb7ba16242a,남자,37,30대,보안 관제원,서울-서초구,False,
80058c8c298d44ecbd8b8934274a2f58,남자,83,60대+,무직,충청남-서천군,False,
e81146598ea343998b4275db3f6c47de,여자,32,30대,정보 보안 전문가,서울-중랑구,False,
6006d8d93c1b4f5697dbc6624fa9b279,남자,40,40대,경영 컨설턴트,서울-강남구,False,
